Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS1_Profile,,,,2023-09-05 04:21:50,2023-09-05 04:23:49,1m - 59.617s,PASSED
,,,,,,,
Test Cases/TC_Profile/TC1_Access-Profile-Page,,,,2023-09-05 04:21:50,2023-09-05 04:22:37,46.963s,PASSED
"callTestCase(findTestCase(""Reusable-Test/TC0_Launch-Exist-App""), [:], STOP_ON_FAILURE)",,,,2023-09-05 04:21:50,2023-09-05 04:22:23,32.900s,PASSED
"verifyElementVisible(findTestObject(""Profile/icon_navbar-profile""), 0)",,,,2023-09-05 04:22:23,2023-09-05 04:22:28,4.811s,PASSED
"tap(findTestObject(""Profile/btn_profile-navbar""), 0)",,,,2023-09-05 04:22:28,2023-09-05 04:22:30,1.493s,PASSED
"extractedTitleProfile = getText(findTestObject(""Profile/txt_title-page_profile""), 0)",,Get displayed txt on the dialog,,2023-09-05 04:22:30,2023-09-05 04:22:30,0.428s,PASSED
"verifyEqual(extractedTitleProfile, ""Profile"")",,Verify if displayed txt is correct,,2023-09-05 04:22:30,2023-09-05 04:22:30,0.022s,PASSED
"verifyElementVisible(findTestObject(""Profile/btn_cart-profile""), 0)",,,,2023-09-05 04:22:30,2023-09-05 04:22:30,0.356s,PASSED
"verifyElementVisible(findTestObject(""Profile/txt_name-profile""), 0)",,,,2023-09-05 04:22:30,2023-09-05 04:22:31,0.311s,PASSED
"verifyElementVisible(findTestObject(""Profile/txt_email-profile""), 0)",,,,2023-09-05 04:22:31,2023-09-05 04:22:31,0.295s,PASSED
"verifyElementVisible(findTestObject(""Profile/txt_phone-number-profile""), 0)",,,,2023-09-05 04:22:31,2023-09-05 04:22:31,0.345s,PASSED
"verifyElementVisible(findTestObject(""Profile/txt_address-profile""), 0)",,,,2023-09-05 04:22:31,2023-09-05 04:22:32,0.326s,PASSED
"verifyElementVisible(findTestObject(""Profile/btn_edit-profile""), 0)",,,,2023-09-05 04:22:32,2023-09-05 04:22:32,0.379s,PASSED
"verifyElementVisible(findTestObject(""Profile/icon_order-history-profile""), 0)",,,,2023-09-05 04:22:32,2023-09-05 04:22:33,1.199s,PASSED
"verifyElementVisible(findTestObject(""Profile/txt_order-history-profile""), 0)",,,,2023-09-05 04:22:33,2023-09-05 04:22:34,0.358s,PASSED
"verifyElementVisible(findTestObject(""Profile/btn_order-history-profile""), 0)",,,,2023-09-05 04:22:34,2023-09-05 04:22:34,0.393s,PASSED
"verifyElementVisible(findTestObject(""Profile/icon_rate-us-profile""), 0)",,,,2023-09-05 04:22:34,2023-09-05 04:22:34,0.330s,PASSED
"verifyElementVisible(findTestObject(""Profile/txt_rate-us-profile""), 0)",,,,2023-09-05 04:22:34,2023-09-05 04:22:35,0.352s,PASSED
"verifyElementVisible(findTestObject(""Profile/btn_rate-us-profile""), 0)",,,,2023-09-05 04:22:35,2023-09-05 04:22:35,0.318s,PASSED
"verifyElementVisible(findTestObject(""Profile/icon_share-profile""), 0)",,,,2023-09-05 04:22:35,2023-09-05 04:22:35,0.358s,PASSED
"verifyElementVisible(findTestObject(""Profile/txt_share-profile""), 0)",,,,2023-09-05 04:22:35,2023-09-05 04:22:36,0.367s,PASSED
"verifyElementVisible(findTestObject(""Profile/btn_share-profile""), 0)",,,,2023-09-05 04:22:36,2023-09-05 04:22:36,0.359s,PASSED
"verifyElementVisible(findTestObject(""Profile/icon_privacy-policy-profile""), 0)",,,,2023-09-05 04:22:36,2023-09-05 04:22:36,0.286s,PASSED
"verifyElementVisible(findTestObject(""Profile/txt_privacy-policy-profile""), 0)",,,,2023-09-05 04:22:36,2023-09-05 04:22:37,0.282s,PASSED
"verifyElementVisible(findTestObject(""Profile/btn_privacy-policy-profile""), 0)",,,,2023-09-05 04:22:37,2023-09-05 04:22:37,0.271s,PASSED
,,,,,,,
Test Cases/TC_Profile/TC2_Access-Edit-Profile-Page,,,,2023-09-05 04:22:37,2023-09-05 04:23:02,25.494s,PASSED
"callTestCase(findTestCase(""TC_Profile/TC1_Access-Profile-Page""), [:], STOP_ON_FAILURE)",,,,2023-09-05 04:22:38,2023-09-05 04:22:58,20.322s,PASSED
"tap(findTestObject(""Profile/btn_edit-profile""), 0)",,,,2023-09-05 04:22:58,2023-09-05 04:22:58,0.424s,PASSED
"extractedTitleUserProfile = getText(findTestObject(""Profile/Edit Profile/txt_title-user_profile-edit_profile""), 0)",,Get displayed txt on the dialog,,2023-09-05 04:22:58,2023-09-05 04:23:00,1.513s,PASSED
"verifyEqual(extractedTitleUserProfile, ""User Profile"")",,Verify if displayed txt is correct,,2023-09-05 04:23:00,2023-09-05 04:23:00,0.007s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-form-edit_profile""), 0)",,,,2023-09-05 04:23:00,2023-09-05 04:23:00,0.249s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-name-section-edit_profile""), 0)",,,,2023-09-05 04:23:00,2023-09-05 04:23:01,0.837s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-email-section-edit_profile""), 0)",,,,2023-09-05 04:23:01,2023-09-05 04:23:01,0.335s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-phone-number-section-edit_profile""), 0)",,,,2023-09-05 04:23:01,2023-09-05 04:23:02,0.368s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-address-section-edit_profile""), 0)",,,,2023-09-05 04:23:02,2023-09-05 04:23:02,0.396s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_back-edit_profile""), 0)",,,,2023-09-05 04:23:02,2023-09-05 04:23:02,0.401s,PASSED
,,,,,,,
Test Cases/TC_Profile/TC3_Edit-Profile-Page,,,,2023-09-05 04:23:02,2023-09-05 04:23:49,46.819s,PASSED
