Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS2_Cart,,,,2023-09-08 12:59:07,2023-09-08 13:00:25,1m - 17.777s,PASSED
,,,,,,,
Test Cases/TC_Cart/TC1_Access-Empty-Cart,,,,2023-09-08 12:59:07,2023-09-08 12:59:32,25.252s,PASSED
"callTestCase(findTestCase(""Reusable-Test/TC0_Launch-Exist-App""), [:], STOP_ON_FAILURE)",,,,2023-09-08 12:59:07,2023-09-08 12:59:26,18.141s,PASSED
"tap(findTestObject(""Cart/btn_cart_home""), 0)",,,,2023-09-08 12:59:26,2023-09-08 12:59:30,4.132s,PASSED
"verifyElementExist(findTestObject(""Cart/Empty Cart/txt_empty-cart_cart""), 10)",,,,2023-09-08 12:59:30,2023-09-08 12:59:31,0.906s,PASSED
"verifyElementExist(findTestObject(""Cart/Empty Cart/icon_shopping-bag_cart""), 10)",,,,2023-09-08 12:59:31,2023-09-08 12:59:31,0.246s,PASSED
"extractedContinueShopping = getText(findTestObject(""Cart/Empty Cart/btn_continue-shopping_cart""), 0)",,,,2023-09-08 12:59:31,2023-09-08 12:59:31,0.404s,PASSED
"verifyEqual(extractedContinueShopping, ""CONTINUE SHOPPING"")",,,,2023-09-08 12:59:31,2023-09-08 12:59:31,0.028s,PASSED
"verifyElementExist(findTestObject(""Cart/Empty Cart/btn_continue-shopping_cart""), 10)",,,,2023-09-08 12:59:31,2023-09-08 12:59:32,0.300s,PASSED
"tap(findTestObject(""Cart/btn_continue-shopping_cart""), 0)",,,,2023-09-08 12:59:32,2023-09-08 12:59:32,0.718s,PASSED
,,,,,,,
Test Cases/TC_Cart/TC2_Order-Product,,,,2023-09-08 12:59:32,2023-09-08 13:00:25,52.237s,PASSED
"callTestCase(findTestCase(""TC_Cart/TC1_Access-Empty-Cart""), [:], STOP_ON_FAILURE)",,,,2023-09-08 12:59:33,2023-09-08 12:59:47,14.098s,PASSED
"tap(findTestObject(""Home Shopping/btn_samsung-galaxy_home-shopping""), 0)",,,,2023-09-08 12:59:47,2023-09-08 12:59:49,1.698s,PASSED
"verifyElementVisible(findTestObject(""Home Shopping/Samsung Galaxy S10/txt_product-title-samsung-s10_home-shopping""), 0)",,,,2023-09-08 12:59:49,2023-09-08 12:59:51,2.265s,PASSED
"verifyElementVisible(findTestObject(""Home Shopping/Samsung Galaxy S10/txt_product-price-samsung-899usd-cart""), 0)",,,,2023-09-08 12:59:51,2023-09-08 12:59:51,0.289s,PASSED
"verifyElementVisible(findTestObject(""Home Shopping/Samsung Galaxy S10/txt_product-stock-samsung-5items-cart""), 0)",,,,2023-09-08 12:59:51,2023-09-08 12:59:52,0.285s,PASSED
"tap(findTestObject(""Home Shopping/Samsung Galaxy S10/btn_product-add-cart_home-shopping""), 0)",,,,2023-09-08 12:59:52,2023-09-08 12:59:52,0.378s,PASSED
"verifyElementVisible(findTestObject(""Home Shopping/Samsung Galaxy S10/card_product-order-samsung-s10-home_shopping""), 0)",,,,2023-09-08 12:59:52,2023-09-08 12:59:53,1.181s,PASSED
"setText(findTestObject(""Home Shopping/Samsung Galaxy S10/input_product-order-samsung-s10-home_shopping""), ""5"", 0)",,,,2023-09-08 12:59:53,2023-09-08 12:59:54,1.105s,PASSED
"tap(findTestObject(""Home Shopping/Samsung Galaxy S10/btn_product-add-order-samsung-s10_home-shopping""), 0)",,,,2023-09-08 12:59:54,2023-09-08 12:59:55,0.614s,PASSED
"tap(findTestObject(""Home Shopping/Samsung Galaxy S10/btn_product-cart-home_shopping""), 0)",,,,2023-09-08 12:59:55,2023-09-08 12:59:56,0.808s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/txt_title-shopping-cart_cart""), 0)",,,,2023-09-08 12:59:56,2023-09-08 12:59:57,1.016s,PASSED
"verifyElementVisible(findTestObject(""Cart/btn_back-to-home-cart""), 0)",,,,2023-09-08 12:59:57,2023-09-08 12:59:57,0.481s,PASSED
"verifyElementVisible(findTestObject(""Cart/btn_delete-all-items-cart""), 0)",,,,2023-09-08 12:59:57,2023-09-08 12:59:57,0.212s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/list_of-products-shooping-cart_cart""), 0)",,,,2023-09-08 12:59:57,2023-09-08 12:59:58,0.243s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/image_product-samsung-shopping-cart_cart""), 0)",,,,2023-09-08 12:59:58,2023-09-08 12:59:58,0.268s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/txt_product-title-samsung-shopping-cart_cart""), 0)",,,,2023-09-08 12:59:58,2023-09-08 12:59:58,0.278s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/txt_product-price-4.495usd-samsung-shopping-cart""), 0)",,,,2023-09-08 12:59:58,2023-09-08 12:59:58,0.278s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/txt_product-count-899usdx5-samsung-shopping-cart""), 0)",,,,2023-09-08 12:59:58,2023-09-08 12:59:59,0.269s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/txt_tax10-shopping-cart_cart""), 0)",,,,2023-09-08 12:59:59,2023-09-08 12:59:59,0.284s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/txt_total-price-shopping-cart_cart""), 0)",,,,2023-09-08 12:59:59,2023-09-08 12:59:59,0.257s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/btn_checkout-shopping-cart_cart""), 0)",,,,2023-09-08 12:59:59,2023-09-08 13:00:00,0.305s,PASSED
"tap(findTestObject(""Cart/btn_checkout-product-cart""), 0)",,,,2023-09-08 13:00:00,2023-09-08 13:00:00,0.357s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/Checkout Form/txt_titile-checkout-page_checkout""), 0)",,,,2023-09-08 13:00:00,2023-09-08 13:00:01,1.462s,PASSED
"verifyElementVisible(findTestObject(""Cart/btn_back-to-home-cart""), 0)",,,,2023-09-08 13:00:01,2023-09-08 13:00:02,0.400s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/Checkout Form/input_name-form_checkout""), 0)",,,,2023-09-08 13:00:02,2023-09-08 13:00:02,0.299s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/Checkout Form/input_email-form_checkout""), 0)",,,,2023-09-08 13:00:02,2023-09-08 13:00:02,0.298s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/Checkout Form/input_pn-form_checkout""), 0)",,,,2023-09-08 13:00:02,2023-09-08 13:00:03,0.280s,PASSED
"verifyElementVisible(findTestObject(""Cart/Checkout/Checkout Form/input_address-form_checkout""), 0)",,,,2023-09-08 13:00:03,2023-09-08 13:00:03,0.273s,PASSED
