Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"extractedTitleUserProfile = getText(findTestObject(""Profile/Edit Profile/txt_title-user_profile-edit_profile""), 0)",,Get displayed txt on the dialog,,2023-09-09 13:56:16,2023-09-09 13:56:17,1.216s,PASSED
"verifyEqual(extractedTitleUserProfile, ""User Profile"")",,Verify if displayed txt is correct,,2023-09-09 13:56:17,2023-09-09 13:56:17,0.004s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-form-edit_profile""), 0)",,,,2023-09-09 13:56:17,2023-09-09 13:56:17,0.263s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-name-section-edit_profile""), 0)",,,,2023-09-09 13:56:17,2023-09-09 13:56:17,0.207s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-email-section-edit_profile""), 0)",,,,2023-09-09 13:56:17,2023-09-09 13:56:18,0.201s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-phone-number-section-edit_profile""), 0)",,,,2023-09-09 13:56:18,2023-09-09 13:56:18,0.493s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-address-section-edit_profile""), 0)",,,,2023-09-09 13:56:18,2023-09-09 13:56:18,0.340s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_back-edit_profile""), 0)",,,,2023-09-09 13:56:18,2023-09-09 13:56:19,0.280s,PASSED
,,,,,,,
Test Cases/TC_Profile/TC3_Edit-Profile-Page,,,,2023-09-09 13:56:19,2023-09-09 13:57:02,43.631s,PASSED
"callTestCase(findTestCase(""TC_Profile/TC2_Access-Edit-Profile-Page""), [:], STOP_ON_FAILURE)",,,,2023-09-09 13:56:19,2023-09-09 13:56:43,23.335s,PASSED
"tap(findTestObject(""Profile/btn_edit-profile""), 0)",,,,2023-09-09 13:56:43,2023-09-09 13:56:44,1.566s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_name-section-edit_profile""), 0)",,,,2023-09-09 13:56:44,2023-09-09 13:56:46,2.326s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Name/card_name-form-edit_profile""), 0)",,,,2023-09-09 13:56:46,2023-09-09 13:56:47,0.205s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Name/txt_title-card-name-edit_profile""), 0)",,,,2023-09-09 13:56:47,2023-09-09 13:56:47,0.214s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Name/btn_cancel-name-form-edit_profile""), 0)",,,,2023-09-09 13:56:47,2023-09-09 13:56:47,0.420s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Name/btn_ok-name-form-edit_profile""), 0)",,,,2023-09-09 13:56:47,2023-09-09 13:56:48,0.381s,PASSED
"setText(findTestObject(""Profile/Edit Profile/Section/Name/input_name-form-edit_profile""), name, 10)",,,,2023-09-09 13:56:48,2023-09-09 13:56:48,0.761s,PASSED
"tap(findTestObject(""Profile/Edit Profile/Section/Name/btn_ok-name-form-edit_profile""), 0)",,,,2023-09-09 13:56:48,2023-09-09 13:56:49,0.592s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_email-section-edit_profile""), 0)",,,,2023-09-09 13:56:49,2023-09-09 13:56:50,1.418s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Email/card_email-form-edit_profile""), 0)",,,,2023-09-09 13:56:50,2023-09-09 13:56:51,0.213s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Email/txt_title-card-email-edit_profile""), 0)",,,,2023-09-09 13:56:51,2023-09-09 13:56:51,0.196s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Email/btn_cancel-email-form-edit_profile""), 0)",,,,2023-09-09 13:56:51,2023-09-09 13:56:51,0.184s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Email/btn_ok-email-form-edit_profile""), 0)",,,,2023-09-09 13:56:51,2023-09-09 13:56:51,0.218s,PASSED
"setText(findTestObject(""Profile/Edit Profile/Section/Email/input_email-form-edit_profile""), validEmail, 10)",,,,2023-09-09 13:56:51,2023-09-09 13:56:52,1.038s,PASSED
"tap(findTestObject(""Profile/Edit Profile/Section/Email/btn_ok-email-form-edit_profile""), 0)",,,,2023-09-09 13:56:52,2023-09-09 13:56:54,1.191s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_phone-number-section-edit_profile""), 0)",,,,2023-09-09 13:56:54,2023-09-09 13:56:55,1.084s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Phone Number/card_pn-form-edit_profile""), 0)",,,,2023-09-09 13:56:55,2023-09-09 13:56:55,0.194s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Phone Number/txt_title-card-pn-edit_profile""), 0)",,,,2023-09-09 13:56:55,2023-09-09 13:56:55,0.206s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Phone Number/btn_cancel-pn-form-edit_profile""), 0)",,,,2023-09-09 13:56:55,2023-09-09 13:56:55,0.178s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Phone Number/btn_ok-pn-form-edit_profile""), 0)",,,,2023-09-09 13:56:55,2023-09-09 13:56:56,0.516s,PASSED
"setText(findTestObject(""Profile/Edit Profile/Section/Phone Number/input_pn-form-edit_profile""), phoneNumber, 10)",,,,2023-09-09 13:56:56,2023-09-09 13:56:56,0.794s,PASSED
"tap(findTestObject(""Profile/Edit Profile/Section/Phone Number/btn_ok-pn-form-edit_profile""), 0)",,,,2023-09-09 13:56:56,2023-09-09 13:56:57,0.621s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_address-form-edit_profile""), 0)",,,,2023-09-09 13:56:57,2023-09-09 13:56:59,1.551s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Address/card_address-form-edit_profile""), 0)",,,,2023-09-09 13:56:59,2023-09-09 13:56:59,0.224s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Address/txt_title-card-address-edit_profile""), 0)",,,,2023-09-09 13:56:59,2023-09-09 13:56:59,0.187s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Address/btn_cancel-address-form-edit_profile""), 0)",,,,2023-09-09 13:56:59,2023-09-09 13:56:59,0.194s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Address/btn_ok-address-form-edit_profile""), 0)",,,,2023-09-09 13:56:59,2023-09-09 13:57:00,0.421s,PASSED
"setText(findTestObject(""Profile/Edit Profile/Section/Address/input_address-form-edit_profile""), address, 10)",,,,2023-09-09 13:57:00,2023-09-09 13:57:00,0.768s,PASSED
"tap(findTestObject(""Profile/Edit Profile/Section/Address/btn_ok-address-form-edit_profile""), 0)",,,,2023-09-09 13:57:00,2023-09-09 13:57:01,0.655s,PASSED
"callTestCase(findTestCase(""Reusable-Test/TC0_Terminate-App""), [:], STOP_ON_FAILURE)",,,,2023-09-09 13:57:01,2023-09-09 13:57:02,1.214s,PASSED
