Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-phone-number-section-edit_profile""), 0)",,,,2023-09-09 13:49:38,2023-09-09 13:49:38,0.450s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/txt_title-address-section-edit_profile""), 0)",,,,2023-09-09 13:49:38,2023-09-09 13:49:38,0.191s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_back-edit_profile""), 0)",,,,2023-09-09 13:49:38,2023-09-09 13:49:39,0.245s,PASSED
,,,,,,,
Test Cases/TC_Profile/TC3_Edit-Profile-Page,,,,2023-09-09 13:49:39,2023-09-09 13:50:15,36.590s,PASSED
"callTestCase(findTestCase(""TC_Profile/TC2_Access-Edit-Profile-Page""), [:], STOP_ON_FAILURE)",,,,2023-09-09 13:49:39,2023-09-09 13:49:57,17.444s,PASSED
"tap(findTestObject(""Profile/btn_edit-profile""), 0)",,,,2023-09-09 13:49:57,2023-09-09 13:49:58,1.407s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_name-section-edit_profile""), 0)",,,,2023-09-09 13:49:58,2023-09-09 13:50:00,2.061s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Name/card_name-form-edit_profile""), 0)",,,,2023-09-09 13:50:00,2023-09-09 13:50:00,0.188s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Name/txt_title-card-name-edit_profile""), 0)",,,,2023-09-09 13:50:00,2023-09-09 13:50:00,0.183s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Name/btn_cancel-name-form-edit_profile""), 0)",,,,2023-09-09 13:50:00,2023-09-09 13:50:01,0.211s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Name/btn_ok-name-form-edit_profile""), 0)",,,,2023-09-09 13:50:01,2023-09-09 13:50:01,0.199s,PASSED
"setText(findTestObject(""Profile/Edit Profile/Section/Name/input_name-form-edit_profile""), name, 10)",,,,2023-09-09 13:50:01,2023-09-09 13:50:02,1.131s,PASSED
"tap(findTestObject(""Profile/Edit Profile/Section/Name/btn_ok-name-form-edit_profile""), 0)",,,,2023-09-09 13:50:02,2023-09-09 13:50:02,0.578s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_email-section-edit_profile""), 0)",,,,2023-09-09 13:50:02,2023-09-09 13:50:04,1.473s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Email/card_email-form-edit_profile""), 0)",,,,2023-09-09 13:50:04,2023-09-09 13:50:04,0.194s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Email/txt_title-card-email-edit_profile""), 0)",,,,2023-09-09 13:50:04,2023-09-09 13:50:04,0.217s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Email/btn_cancel-email-form-edit_profile""), 0)",,,,2023-09-09 13:50:04,2023-09-09 13:50:05,0.205s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Email/btn_ok-email-form-edit_profile""), 0)",,,,2023-09-09 13:50:05,2023-09-09 13:50:05,0.224s,PASSED
"setText(findTestObject(""Profile/Edit Profile/Section/Email/input_email-form-edit_profile""), validEmail, 10)",,,,2023-09-09 13:50:05,2023-09-09 13:50:06,0.977s,PASSED
"tap(findTestObject(""Profile/Edit Profile/Section/Email/btn_ok-email-form-edit_profile""), 0)",,,,2023-09-09 13:50:06,2023-09-09 13:50:07,1.171s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_phone-number-section-edit_profile""), 0)",,,,2023-09-09 13:50:07,2023-09-09 13:50:08,0.974s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Phone Number/card_pn-form-edit_profile""), 0)",,,,2023-09-09 13:50:08,2023-09-09 13:50:08,0.198s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Phone Number/txt_title-card-pn-edit_profile""), 0)",,,,2023-09-09 13:50:08,2023-09-09 13:50:08,0.181s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Phone Number/btn_cancel-pn-form-edit_profile""), 0)",,,,2023-09-09 13:50:08,2023-09-09 13:50:08,0.182s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Phone Number/btn_ok-pn-form-edit_profile""), 0)",,,,2023-09-09 13:50:08,2023-09-09 13:50:09,0.196s,PASSED
"setText(findTestObject(""Profile/Edit Profile/Section/Phone Number/input_pn-form-edit_profile""), phoneNumber, 10)",,,,2023-09-09 13:50:09,2023-09-09 13:50:10,0.924s,PASSED
"tap(findTestObject(""Profile/Edit Profile/Section/Phone Number/btn_ok-pn-form-edit_profile""), 0)",,,,2023-09-09 13:50:10,2023-09-09 13:50:10,0.626s,PASSED
"tap(findTestObject(""Profile/Edit Profile/btn_address-form-edit_profile""), 0)",,,,2023-09-09 13:50:10,2023-09-09 13:50:12,1.570s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Address/card_address-form-edit_profile""), 0)",,,,2023-09-09 13:50:12,2023-09-09 13:50:12,0.170s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Address/txt_title-card-address-edit_profile""), 0)",,,,2023-09-09 13:50:12,2023-09-09 13:50:12,0.189s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Address/btn_cancel-address-form-edit_profile""), 0)",,,,2023-09-09 13:50:12,2023-09-09 13:50:12,0.185s,PASSED
"verifyElementVisible(findTestObject(""Profile/Edit Profile/Section/Address/btn_ok-address-form-edit_profile""), 0)",,,,2023-09-09 13:50:12,2023-09-09 13:50:13,0.206s,PASSED
"setText(findTestObject(""Profile/Edit Profile/Section/Address/input_address-form-edit_profile""), address, 10)",,,,2023-09-09 13:50:13,2023-09-09 13:50:13,0.900s,PASSED
"tap(findTestObject(""Profile/Edit Profile/Section/Address/btn_ok-address-form-edit_profile""), 0)",,,,2023-09-09 13:50:13,2023-09-09 13:50:14,0.604s,PASSED
"callTestCase(findTestCase(""Reusable-Test/TC0_Terminate-App""), [:], STOP_ON_FAILURE)",,,,2023-09-09 13:50:14,2023-09-09 13:50:15,1.091s,PASSED
